HIP,Fe,Li,Be,C,N,O,Na,Mg,Al,Si,P,S,K,Ca,CaII,Sc,ScII,Ti,TiII,V,VII,Cr,CrII,Mn,Co,Ni,Cu,Zn,Sr,SrII,Y,YII,Zr,ZrII,Mo,Ru,BaII,La,LaII,Ce,CeII,Pr,Nd,Sm,Eu,EuII,Gd,Dy,Hf,Pb
74653,0.28,-99.99,-99.99,0.12,-99.99,-0.2,0.1,0.05,0.08,0.06,-99.99,-99.99,-99.99,-0.04,-99.99,0.11,0.12,0.1,0.05,0.11,-99.99,0.02,-0.29,-0.01,0.14,0.08,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
74389,0.11,-99.99,-99.99,0,-99.99,-0.29,-0.03,-0.02,-0.05,-0.01,-99.99,-99.99,-99.99,0.03,-99.99,0.03,0.03,0.07,0.08,0.01,-99.99,0.02,-0.31,-0.13,0,0.01,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
75363,-0.09,-99.99,-99.99,0.1,-99.99,-0.15,-0.07,0.04,0.06,0.01,-99.99,-99.99,-99.99,0.07,-99.99,0.03,-0.01,0.12,0.06,0.09,-99.99,0.03,-0.29,-0.11,0,-0.01,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
76351,0.19,-99.99,-99.99,0.22,-99.99,-0.06,0.14,-99.99,0.1,0.08,-99.99,-99.99,-99.99,-0.02,-99.99,0.22,0.11,0.15,0.03,0.37,-99.99,0.02,-0.33,-0.02,0.24,0.09,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
76200,0.01,-99.99,-99.99,0.14,-99.99,-0.24,-99.99,0.01,-99.99,0.02,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,0.05,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
77358,0.1,-99.99,-99.99,0.08,-99.99,-0.27,0.03,0.01,0.04,0.01,-99.99,-99.99,-99.99,0.04,-99.99,0.05,0.05,0.08,0.05,0.08,-99.99,0.02,-0.33,-0.08,0.07,0.04,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
78330,-0.4,-99.99,-99.99,0.29,-99.99,0.15,0.08,0.24,0.19,0.16,-99.99,-99.99,-99.99,0.21,-99.99,0.17,0.19,0.25,0.27,0.08,-99.99,0.02,-0.28,-0.33,0.11,0.04,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
78955,0.34,-99.99,-99.99,-0.01,-99.99,-0.25,0.05,0.02,0.05,0.02,-99.99,-99.99,-99.99,0.02,-99.99,0.12,0.14,0.09,0.07,0.08,-99.99,0.02,-0.41,-0.05,0.11,0.08,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
79576,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
79636,-0.03,-99.99,-99.99,0.05,-99.99,-0.31,-0.04,-0.01,-0.07,-0.01,-99.99,-99.99,-99.99,0.07,-99.99,0.05,-0.02,0.06,0.06,-0.04,-99.99,0.02,-0.29,-0.19,-0.06,-0.02,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
79524,-0.24,-99.99,-99.99,0.17,-99.99,0.06,0,0.12,0.06,0.05,-99.99,-99.99,-99.99,0.12,-99.99,0.03,0.1,0.14,0.17,0,-99.99,0,-0.3,-0.27,0,-0.02,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
79672,0.05,-99.99,-99.99,0.05,-99.99,-0.22,0.01,0.05,0,0.02,-99.99,-99.99,-99.99,0.06,-99.99,0.06,0.02,0.09,0.05,0.02,-99.99,0.03,-0.32,-0.11,0.02,0.02,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
80218,-0.07,-99.99,-99.99,0.16,-99.99,-0.15,0.05,0.08,0.1,0.04,-99.99,-99.99,-99.99,0.05,-99.99,0.08,0.03,0.13,0.09,0.09,-99.99,0.03,-0.32,-0.1,0.07,0.04,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
82265,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
83541,0.29,-99.99,-99.99,0.13,-99.99,-0.23,0.2,0.03,0.1,0.05,-99.99,-99.99,-99.99,-0.04,-99.99,0.13,0.15,0.1,0.04,0.27,-99.99,0.01,-0.32,0.01,0.24,0.09,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
83906,0.33,-99.99,-99.99,0.08,-99.99,-0.21,0.15,0.03,0.03,0.02,-99.99,-99.99,-99.99,-0.01,-99.99,0.1,0.13,0.05,0.05,0.07,-99.99,0.01,-0.38,-0.01,0.11,0.09,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
85017,0.12,-99.99,-99.99,0.12,-99.99,-0.3,0.04,0.05,0.07,0.03,-99.99,-99.99,-99.99,0.01,-99.99,0.09,0.07,0.13,0.06,0.18,-99.99,0.03,-0.32,-0.01,0.15,0.06,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
85042,0.03,-99.99,-99.99,0.07,-99.99,-0.26,-0.01,0.02,0.06,0.01,-99.99,-99.99,-99.99,0.05,-99.99,0.05,0.07,0.09,0.08,0.04,-99.99,0.01,-0.32,-0.15,0.05,0.03,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
86765,-0.26,-99.99,-99.99,0.1,-99.99,-0.1,0.02,0.05,0.03,0.04,-99.99,-99.99,-99.99,0.08,-99.99,0.04,0.02,0.1,0.11,0.02,-99.99,0.02,-0.29,-0.16,0,0,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
87116,0.17,-99.99,-99.99,0.06,-99.99,-0.25,0.01,0.03,0.06,0.02,-99.99,-99.99,-99.99,0.05,-99.99,0.08,0.1,0.1,0.07,0.1,-99.99,0.03,-0.32,-0.04,0.08,0.03,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
87369,-0.11,-99.99,-99.99,0.1,-99.99,-0.15,0,0.02,0.02,0.03,-99.99,-99.99,-99.99,0.05,-99.99,0.03,-0.04,0.09,0.02,0.11,-99.99,0.03,-0.31,-0.1,0.04,0.01,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
87523,-0.34,-99.99,-99.99,0.21,-99.99,-0.02,0.17,0.14,0,0.09,-99.99,-99.99,-99.99,0.13,-99.99,0.2,0.14,0.14,0.19,0.03,-99.99,-0.01,-0.29,-0.28,0.06,0.04,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
88942,0.3,-99.99,-99.99,0.32,-99.99,0.01,0.02,0,0.05,0.03,-99.99,-99.99,-99.99,-0.06,-99.99,0.1,0.11,0.08,0.02,0.26,-99.99,-0.01,-0.3,-0.01,0.14,0.05,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
89354,-0.08,-99.99,-99.99,0.22,-99.99,-0.25,0.01,0.02,0.07,0.02,-99.99,-99.99,-99.99,0.07,-99.99,0.13,-0.03,0.16,0.01,0.3,-99.99,0.03,-0.34,-0.11,0.07,0.01,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
89497,-0.18,-99.99,-99.99,0.05,-99.99,-0.12,-0.02,0.05,0.06,0.04,-99.99,-99.99,-99.99,0.07,-99.99,0.06,0.03,0.14,0.07,0.12,-99.99,0.03,-0.32,-0.13,0.02,-0.01,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
90223,-0.08,-99.99,-99.99,0.14,-99.99,-0.2,0.06,0.05,0.01,0.04,-99.99,-99.99,-99.99,0.08,-99.99,0.06,0.08,0.08,0.11,-0.02,-99.99,0,-0.27,-0.19,0,0.01,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
91287,-0.04,-99.99,-99.99,0.08,-99.99,-0.23,0.02,0.03,0.04,0.03,-99.99,-99.99,-99.99,0.07,-99.99,0.03,0.03,0.09,0.06,0.04,-99.99,0.02,-0.32,-0.14,0.03,0.02,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
92233,0.07,-99.99,-99.99,0.14,-99.99,-0.11,0.09,0.04,0,0.04,-99.99,-99.99,-99.99,0.06,-99.99,0.1,0.09,0.07,0.1,-0.01,-99.99,0,-0.32,-0.16,0.04,0.04,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
91700,-0.04,-99.99,-99.99,0.05,-99.99,-0.31,-0.05,0.03,0.02,0.02,-99.99,-99.99,-99.99,0.08,-99.99,0.03,0,0.11,0.06,0.07,-99.99,0.03,-0.3,-0.11,0,0,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
92742,0.23,-99.99,-99.99,0.2,-99.99,-0.24,0.12,0.06,0.12,0.07,-99.99,-99.99,-99.99,-0.01,-99.99,0.21,0.12,0.12,-0.01,0.37,-99.99,0.01,-0.37,-0.02,0.25,0.08,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
93195,-0.15,-99.99,-99.99,0.22,-99.99,-0.31,0.02,0.08,0.08,0.05,-99.99,-99.99,-99.99,0.05,-99.99,0.09,0,0.12,-0.02,0.22,-99.99,0.03,-0.32,-0.13,0.07,0.02,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
94154,-0.03,-99.99,-99.99,0.03,-99.99,-0.26,-0.02,0.03,-0.01,0.02,-99.99,-99.99,-99.99,0.07,-99.99,0.04,0.03,0.1,0.09,-0.01,-99.99,0.02,-0.3,-0.19,-0.02,-0.01,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
93858,0.09,-99.99,-99.99,0.1,-99.99,-0.06,0.05,0.03,0.03,0.03,-99.99,-99.99,-99.99,0.03,-99.99,0.06,0.07,0.08,0.05,0.05,-99.99,0.04,-0.32,-0.05,0.07,0.05,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
93827,-0.57,-99.99,-99.99,0.36,-99.99,0.18,0.13,0.27,0.19,0.21,-99.99,-99.99,-99.99,0.22,-99.99,0.42,0.21,0.29,0.32,0.12,-99.99,0.01,-0.23,-0.39,0.11,0.04,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
94757,-0.16,-99.99,-99.99,0.14,-99.99,-0.14,0.04,0.04,-0.05,0.02,-99.99,-99.99,-99.99,0.08,-99.99,0.08,0.04,0.09,0.12,-0.01,-99.99,0,-0.28,-0.23,-0.04,0,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
95962,0.04,-99.99,-99.99,0.12,-99.99,-0.49,0.06,0.02,0.04,0.01,-99.99,-99.99,-99.99,0.05,-99.99,0.03,0.07,0.07,0.06,0.02,-99.99,0.01,-0.33,-0.13,0.05,0.04,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
96854,0.09,-99.99,-99.99,0.2,-99.99,-0.1,0.05,0.08,0.15,0.06,-99.99,-99.99,-99.99,0.05,-99.99,0.13,0.13,0.16,0.1,0.15,-99.99,0.04,-0.32,-0.04,0.15,0.06,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
98959,-0.23,-99.99,-99.99,0.2,-99.99,-0.08,0.01,0.14,0.1,0.06,-99.99,-99.99,-99.99,0.11,-99.99,0.12,0.07,0.15,0.14,0.03,-99.99,0.01,-0.29,-0.27,0.02,0,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
98589,0.19,-99.99,-99.99,0.02,-99.99,-0.01,0.02,0,-0.01,0.02,-99.99,-99.99,-99.99,0.04,-99.99,0.06,0.05,0.06,0.02,0.03,-99.99,0.02,-0.37,-0.07,0.02,0.04,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
99240,0.34,-99.99,-99.99,0.09,-99.99,-0.17,0.1,0.06,0.03,0.06,-99.99,-99.99,-99.99,-0.02,-99.99,0.1,0.12,0.08,0.03,0.13,-99.99,0.03,-0.39,0.02,0.18,0.06,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
99651,-0.83,-99.99,-99.99,0.46,-99.99,0.22,-0.06,0.34,0.25,0.27,-99.99,-99.99,-99.99,0.31,-99.99,0.23,0.08,0.43,0.3,0.21,-99.99,0.1,-0.24,-0.4,0.12,0.01,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
100280,-0.03,-99.99,-99.99,0.14,-99.99,-0.41,0.02,0,0.02,-0.02,-99.99,-99.99,-99.99,0.05,-99.99,0,-0.01,0.1,0.03,0.08,-99.99,0.03,-0.28,-0.07,0,-0.01,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
99825,-0.03,-99.99,-99.99,0.3,-99.99,-0.18,0.09,0.09,0.12,0.03,-99.99,-99.99,-99.99,0.04,-99.99,0.25,0.03,0.18,0.03,0.39,-99.99,0.05,-0.35,-0.08,0.16,0.05,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
100233,-0.04,-99.99,-99.99,0.14,-99.99,-0.05,0.06,0.04,0.01,0.03,-99.99,-99.99,-99.99,0.07,-99.99,0.07,0.09,0.07,0.11,0,-99.99,0.01,-0.29,-0.18,0.01,0.02,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
101345,0.07,-99.99,-99.99,0.1,-99.99,-0.18,0,0.07,0.06,0.02,-99.99,-99.99,-99.99,0.06,-99.99,0.04,0.07,0.08,0.1,0.01,-99.99,0.01,-0.35,-0.11,0.03,0.01,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
101997,-0.3,-99.99,-99.99,0.17,-99.99,-0.22,0.05,0.1,0.07,0.06,-99.99,-99.99,-99.99,0.08,-99.99,0.06,0.01,0.14,0.08,0.09,-99.99,0.04,-0.27,-0.14,0.05,0.02,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
102018,0.2,-99.99,-99.99,0.09,-99.99,-0.14,0.08,0,0,0,-99.99,-99.99,-99.99,0.01,-99.99,0.04,0.09,0.03,0.04,0.01,-99.99,0,-0.31,-0.08,0.04,0.05,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
102203,-0.02,-99.99,-99.99,0.01,-99.99,-0.28,-0.01,0.03,0,0.01,-99.99,-99.99,-99.99,0.03,-99.99,0.03,-0.04,0.08,0.02,0.04,-99.99,0.03,-0.31,-0.1,0,0,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
102580,0.13,-99.99,-99.99,0.11,-99.99,-0.32,-0.04,0.01,0.03,0.04,-99.99,-99.99,-99.99,0.03,-99.99,0.05,0.02,0.08,0.01,0.15,-99.99,0.03,-0.3,-0.03,0.1,0.05,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
102664,-0.23,-99.99,-99.99,0.05,-99.99,0,0.01,0.01,-0.02,0,-99.99,-99.99,-99.99,0.08,-99.99,0.06,0.04,0.09,0.1,-0.02,-99.99,-0.01,-0.31,-0.26,-0.02,-0.02,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
103458,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
103682,0.29,-99.99,-99.99,0.07,-99.99,-0.19,0.12,0,-0.01,0.03,-99.99,-99.99,-99.99,-0.01,-99.99,0.09,0.1,0.06,0.05,0.04,-99.99,0.01,-0.32,-0.03,0.09,0.08,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
105066,0.19,-99.99,-99.99,0.05,-99.99,-0.19,-0.05,-0.01,0,0.01,-99.99,-99.99,-99.99,0.06,-99.99,0.08,0.02,0.09,0.02,0.09,-99.99,0.04,-0.36,-0.06,0.05,0.03,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
105483,0.27,-99.99,-99.99,0.09,-99.99,-0.21,0.1,0.03,0.06,0.02,-99.99,-99.99,-99.99,-0.03,-99.99,0.11,0.09,0.08,0.02,0.14,-99.99,0.02,-0.33,0,0.16,0.07,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
105606,0.3,-99.99,-99.99,0.05,-99.99,-0.27,0.09,0.04,0.02,0.04,-99.99,-99.99,-99.99,-0.01,-99.99,0.11,0.05,0.08,0,0.14,-99.99,0.04,-0.34,0,0.15,0.09,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
106213,0.08,-99.99,-99.99,0.1,-99.99,-0.21,0.05,0.02,0.01,0.01,-99.99,-99.99,-99.99,0.05,-99.99,0.04,0.07,0.05,0.09,-0.01,-99.99,0.01,-0.3,-0.14,0.02,0.03,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
107022,-0.04,-99.99,-99.99,0.08,-99.99,-0.18,0.05,0.08,0.11,0.05,-99.99,-99.99,-99.99,0.05,-99.99,0.09,0.03,0.15,0.08,0.16,-99.99,0.04,-0.33,-0.08,0.1,0.04,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
