HIP,Fe,Li,Be,C,N,O,Na,Mg,Al,Si,P,S,K,Ca,CaII,Sc,ScII,Ti,TiII,V,VII,Cr,CrII,Mn,Co,Ni,Cu,Zn,Sr,SrII,Y,YII,Zr,ZrII,Mo,Ru,BaII,La,LaII,Ce,CeII,Pr,Nd,Sm,Eu,EuII,Gd,Dy,Hf,Pb
1954,-0.08,-99.99,-99.99,0.09,-99.99,-0.22,0.01,0.03,0.01,0.02,-99.99,-99.99,-99.99,0.06,-99.99,0.05,0.01,0.09,0.06,0.02,-99.99,0.02,-0.32,-0.2,0,0,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
3028,-0.31,-99.99,-99.99,0.18,-99.99,0.03,0.03,0.08,0.09,0.05,-99.99,-99.99,-99.99,0.1,-99.99,0.13,0.04,0.22,0.09,0.28,-99.99,0.04,-0.29,-0.16,0.08,0.01,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
3170,-0.27,-99.99,-99.99,0.19,-99.99,0,0.06,0.12,0.02,0.08,-99.99,-99.99,-99.99,0.12,-99.99,0.12,0.12,0.13,0.17,0.01,-99.99,0,-0.28,-0.29,0.02,0.01,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
3559,-0.22,-99.99,-99.99,0.17,-99.99,-0.09,0.03,0.11,0.05,0.08,-99.99,-99.99,-99.99,0.11,-99.99,0.08,0.11,0.12,0.17,0,-99.99,0,-0.29,-0.28,0.01,0.01,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
3979,-0.2,-99.99,-99.99,0.1,-99.99,-0.19,0.01,0.07,0.01,0.03,-99.99,-99.99,-99.99,0.08,-99.99,0.06,0.01,0.12,0.09,0.03,-99.99,0.03,-0.3,-0.21,0,-0.01,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
5031,-0.55,-99.99,-99.99,0.4,-99.99,0.07,-0.01,0.17,0.16,0.1,-99.99,-99.99,-99.99,0.14,-99.99,0.13,0.05,0.29,0.14,0.26,-99.99,0.04,-0.24,-0.24,0.04,-0.01,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
5280,-0.05,-99.99,-99.99,0.1,-99.99,-0.19,0,0.01,-0.06,0.03,-99.99,-99.99,-99.99,0.08,-99.99,0.08,0.03,0.08,0.09,-0.04,-99.99,0.01,-0.29,-0.24,-0.04,-0.02,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
5578,-0.28,-99.99,-99.99,0.15,-99.99,-0.01,0.02,0.1,0.03,0.06,-99.99,-99.99,-99.99,0.11,-99.99,0.09,0.09,0.12,0.14,0,-99.99,0,-0.29,-0.29,0,0,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
5529,0.29,-99.99,-99.99,0.12,-99.99,-0.25,0.17,0.1,0.1,0.09,-99.99,-99.99,-99.99,-0.01,-99.99,0.2,0.13,0.13,0.03,0.29,-99.99,0.06,-0.3,-0.01,0.31,0.11,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
5806,-0.1,-99.99,-99.99,0.07,-99.99,-0.14,-0.01,-0.01,-0.07,0.01,-99.99,-99.99,-99.99,0.08,-99.99,0.07,0.02,0.08,0.09,-0.03,-99.99,0.02,-0.29,-0.21,-0.05,-0.02,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
6456,0.35,-99.99,-99.99,0.15,-99.99,-0.13,-99.99,0.05,-99.99,0.07,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,0.12,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
6455,-0.09,-99.99,-99.99,0.07,-99.99,-0.3,-0.04,0.03,-0.02,0,-99.99,-99.99,-99.99,0.07,-99.99,0.03,0.01,0.09,0.06,0,-99.99,0.02,-0.33,-0.18,-0.02,-0.02,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
6607,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
6762,-0.15,-99.99,-99.99,0.05,-99.99,-0.11,0.01,0.04,0.09,0.04,-99.99,-99.99,-99.99,0.06,-99.99,0.07,0.04,0.15,0.07,0.15,-99.99,0.03,-0.3,-0.11,0.05,0.02,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
6744,-0.08,-99.99,-99.99,0.11,-99.99,-0.14,0.15,0.03,0.08,0.02,-99.99,-99.99,-99.99,0.05,-99.99,0.06,0.03,0.1,0.05,0.1,-99.99,0.02,-0.29,-0.09,0.05,0.03,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
6795,-0.06,-99.99,-99.99,0.12,-99.99,-0.28,-0.01,0.03,0.05,0.04,-99.99,-99.99,-99.99,0.08,-99.99,0.08,-0.01,0.13,0,0.24,-99.99,0.03,-0.27,-0.06,0.04,0.01,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
7404,0.1,-99.99,-99.99,0.1,-99.99,-0.18,0.05,-0.02,-0.04,0,-99.99,-99.99,-99.99,0.05,-99.99,0.04,0.03,0.03,0.05,-0.04,-99.99,0,-0.29,-0.14,0,0.03,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
7396,-0.24,-99.99,-99.99,0.34,-99.99,-0.2,0.07,0.09,0.15,0.08,-99.99,-99.99,-99.99,0.12,-99.99,0.18,0.04,0.18,0.04,0.26,-99.99,0.04,-0.31,-0.14,0.1,0.02,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
7539,0.18,-99.99,-99.99,0.17,-99.99,-0.22,0.02,0.04,0.14,0.04,-99.99,-99.99,-99.99,0.01,-99.99,0.19,0.08,0.18,0.04,0.34,-99.99,0.03,-0.33,-0.01,0.19,0.05,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
7687,-0.38,-99.99,-99.99,0.18,-99.99,0.02,0.04,0.09,0.12,0.06,-99.99,-99.99,-99.99,0.12,-99.99,0.11,-0.01,0.22,0.09,0.19,-99.99,0.05,-0.29,-0.17,0.07,0,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
7599,0.09,-99.99,-99.99,0.13,-99.99,-0.19,0.09,0.04,0.03,0.03,-99.99,-99.99,-99.99,0.04,-99.99,0.1,0.08,0.07,0.08,0.01,-99.99,0.01,-0.36,-0.1,0.06,0.05,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
8102,-0.51,-99.99,-99.99,0.36,-99.99,0.07,0.08,0.26,0.27,0.16,-99.99,-99.99,-99.99,0.21,-99.99,0.2,0.15,0.33,0.23,0.22,-99.99,0.04,-0.27,-0.26,0.12,0.04,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
8548,0.05,-99.99,-99.99,0.17,-99.99,-0.14,0.08,0.05,-0.03,0.03,-99.99,-99.99,-99.99,0.06,-99.99,0.08,0.06,0.05,0.08,-0.02,-99.99,0.01,-0.29,-0.16,0.01,0.04,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
8798,-0.21,-99.99,-99.99,0.25,-99.99,0.09,0.06,0.21,0.19,0.12,-99.99,-99.99,-99.99,0.15,-99.99,0.14,0.18,0.23,0.25,0.1,-99.99,0.02,-0.27,-0.26,0.09,0.04,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
9404,-0.2,-99.99,-99.99,0.18,-99.99,0.01,0.04,0.08,0.12,0.05,-99.99,-99.99,-99.99,0.08,-99.99,0.06,0.06,0.14,0.09,0.13,-99.99,0.03,-0.28,-0.09,0.06,0.02,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
9381,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
9400,0.03,-99.99,-99.99,0.04,-99.99,-0.28,-0.01,0.06,0.11,0.03,-99.99,-99.99,-99.99,0.05,-99.99,0.12,-0.01,0.17,0.01,0.29,-99.99,0.06,-0.35,-0.07,0.1,0.03,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
10278,0.24,-99.99,-99.99,0.01,-99.99,-0.25,0.04,0,0.01,0.01,-99.99,-99.99,-99.99,0.03,-99.99,0.09,0.1,0.09,0.05,0.07,-99.99,0.03,-0.36,-0.08,0.07,0.05,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
10818,-0.03,-99.99,-99.99,0.09,-99.99,-0.21,-0.02,0.02,0.03,0.03,-99.99,-99.99,-99.99,0.05,-99.99,0.06,-0.01,0.12,0.05,0.12,-99.99,0.02,-0.3,-0.12,0.03,0,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
10842,-0.38,-99.99,-99.99,0.33,-99.99,0.14,0.1,0.25,0.25,0.16,-99.99,-99.99,-99.99,0.2,-99.99,0.19,0.19,0.29,0.26,0.15,-99.99,0.04,-0.28,-0.3,0.12,0.04,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
11433,0.07,-99.99,-99.99,0.15,-99.99,0.01,0.03,0.06,0.1,0.05,-99.99,-99.99,-99.99,0.08,-99.99,0.17,0.03,0.17,0,0.37,-99.99,0.04,-0.3,-0.02,0.16,0.05,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
12119,0,-99.99,-99.99,0.05,-99.99,-0.2,-0.02,0.01,0,0.01,-99.99,-99.99,-99.99,0.05,-99.99,0.04,-0.04,0.11,0.03,0.13,-99.99,0.04,-0.32,-0.1,0.04,0,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
12411,-0.19,-99.99,-99.99,0.16,-99.99,-0.07,0.04,0.1,0.12,0.05,-99.99,-99.99,-99.99,0.09,-99.99,0.11,0.06,0.15,0.09,0.07,-99.99,0.03,-0.29,-0.16,0.06,0.02,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
13718,0.15,-99.99,-99.99,0.14,-99.99,-0.28,0.15,0.01,0.04,0.08,-99.99,-99.99,-99.99,0.02,-99.99,0.07,0.01,0.07,0.01,0.15,-99.99,0.07,-0.29,0,0.09,0.07,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
14001,-0.07,-99.99,-99.99,0.16,-99.99,-0.09,-0.03,-0.01,0.03,0.05,-99.99,-99.99,-99.99,0.08,-99.99,0.04,-0.05,0.11,-0.02,0.16,-99.99,0.03,-0.33,-0.12,0,0,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
14241,-0.47,-99.99,-99.99,0.39,-99.99,0.25,0.14,0.35,0.32,0.21,-99.99,-99.99,-99.99,0.24,-99.99,0.22,0.19,0.36,0.3,0.19,-99.99,0.06,-0.24,-0.32,0.14,0.05,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
14501,-0.13,-99.99,-99.99,0.28,-99.99,0.01,0.08,0.19,0.19,0.1,-99.99,-99.99,-99.99,0.13,-99.99,0.14,0.16,0.19,0.21,0.08,-99.99,0.02,-0.28,-0.22,0.1,0.04,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
14530,0.05,-99.99,-99.99,0.1,-99.99,-0.2,0.02,0.02,0.05,0.02,-99.99,-99.99,-99.99,0.03,-99.99,0.05,-0.01,0.09,0.03,0.14,-99.99,0.02,-0.29,-0.05,0.05,0.03,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
15131,-0.43,-99.99,-99.99,0.25,-99.99,0.01,0.16,0.12,0.02,0.08,-99.99,-99.99,-99.99,0.09,-99.99,0.13,0.07,0.11,0.13,0,-99.99,0,-0.31,-0.25,0.06,0.02,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
15442,-0.21,-99.99,-99.99,0.09,-99.99,-0.19,0,0.05,-0.01,0.02,-99.99,-99.99,-99.99,0.07,-99.99,0.04,0,0.1,0.08,0,-99.99,0.03,-0.29,-0.18,-0.02,-0.02,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
15526,-0.1,-99.99,-99.99,0.13,-99.99,-0.15,-0.02,0.06,0.09,0.04,-99.99,-99.99,-99.99,0.03,-99.99,0.07,-0.02,0.16,0.05,0.22,-99.99,0.03,-0.3,-0.08,0.05,0,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
15510,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
15371,-0.22,-99.99,-99.99,0.16,-99.99,-0.09,0.02,0.11,0.04,0.05,-99.99,-99.99,-99.99,0.09,-99.99,0.08,0.06,0.11,0.11,0,-99.99,0.01,-0.3,-0.21,0.02,0.01,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
15776,-0.44,-99.99,-99.99,0.17,-99.99,0.08,0.07,0.17,0.14,0.09,-99.99,-99.99,-99.99,0.14,-99.99,0.08,0.13,0.18,0.2,0.05,-99.99,0.02,-0.26,-0.26,0.09,0.02,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
16012,-0.25,-99.99,-99.99,0.09,-99.99,-0.03,-0.01,0.04,0.02,0.01,-99.99,-99.99,-99.99,0.08,-99.99,0.02,0,0.13,0.05,0.06,-99.99,0.04,-0.29,-0.21,-0.01,-0.02,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
16085,0.01,-99.99,-99.99,0.13,-99.99,-0.29,-99.99,0.04,-99.99,0.04,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,0.05,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
17378,0.14,-99.99,-99.99,0.13,-99.99,-0.05,0.17,0.13,0.13,0.05,-99.99,-99.99,-99.99,0,-99.99,0.18,0.1,0.18,0.17,0.38,-99.99,0.05,-0.29,0.03,0.21,0.05,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
17364,-0.31,-99.99,-99.99,0.2,-99.99,-0.01,0.07,0.08,-0.06,0.07,-99.99,-99.99,-99.99,0.1,-99.99,0.49,0.1,0.11,0.17,0,-99.99,0,-0.26,-0.3,0,0,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
18432,-0.31,-99.99,-99.99,0.24,-99.99,0.08,0.05,0.19,0.23,0.12,-99.99,-99.99,-99.99,0.15,-99.99,0.13,0.17,0.26,0.25,0.16,-99.99,0.03,-0.25,-0.2,0.11,0.03,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
18538,-0.14,-99.99,-99.99,0.09,-99.99,-0.13,-0.01,0.03,0.03,0.02,-99.99,-99.99,-99.99,0.06,-99.99,0.07,-0.06,0.13,0.04,0.16,-99.99,0.04,-0.29,-0.11,0.03,0,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
18343,-0.17,-99.99,-99.99,0.21,-99.99,-0.13,0.02,0.02,0.02,0.01,-99.99,-99.99,-99.99,0.05,-99.99,0.06,-0.07,0.15,0.01,0.21,-99.99,0.05,-0.32,-0.17,-0.03,-0.04,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
18828,0.04,-99.99,-99.99,0.11,-99.99,-0.15,0.02,0.01,0.09,0.03,-99.99,-99.99,-99.99,0.02,-99.99,0.16,0.02,0.15,0.01,0.35,-99.99,0.03,-0.35,-0.07,0.14,0.02,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
19007,-0.49,-99.99,-99.99,0.44,-99.99,0.01,0.09,0.05,0.16,0.09,-99.99,-99.99,-99.99,0.13,-99.99,0.29,0.08,0.28,0.09,0.28,-99.99,0.06,-0.09,-0.19,0.09,0.02,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
19849,-0.3,-99.99,-99.99,0.31,-99.99,0.03,-99.99,0.24,-99.99,0.14,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,0.07,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
19925,0.06,-99.99,-99.99,0.03,-99.99,-0.22,-0.01,0.01,-0.02,0,-99.99,-99.99,-99.99,0.07,-99.99,0.05,0,0.09,0.05,0.02,-99.99,0.03,-0.33,-0.13,0,0.01,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
20625,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
20677,-0.31,-99.99,-99.99,0.32,-99.99,0.06,0.1,0.23,0.24,0.17,-99.99,-99.99,-99.99,0.2,-99.99,0.18,0.2,0.3,0.29,0.14,-99.99,0.03,-0.27,-0.34,0.14,0.05,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
